255	00001	cabinet	363650
255	00002	cabinet	230216
255	00003	bin	622825
255	00006	bin	720908
255	00007	bin	700110
255	00008	box	200362
011	00001	desk	432756
011	00003	door	1004135
011	00007	chair	400209
011	00010	box	625614
016	00000	bed	285
016	00005	sofa	268
016	00009	pillow	163135
016	00010	pillow	339
016	00011	pillow	329
016	00013	pillow	361
scene0000_00	00003	sofa	32
scene0000_00	00005	bed	37
scene0000_00	00012	cabinet	38
scene0000_00	00014	cabinet	39
scene0000_00	00019	desk	7
scene0000_00	00022	cabinet	43
scene0000_00	00023	cabinet	42
scene0000_00	00024	door	54
scene0000_00	00028	cabinet	41
scene0000_00	00031	toilet	36
scene0000_00	00032	chair	28
scene0000_00	00033	cabinet	40
scene0000_00	00034	chair	29
scene0000_00	00035	sink	10
scene0000_00	00036	pillow	16
scene0000_00	00038	bin	46
scene0000_00	00039	bin	13
scene0000_00	00041	bag	18
scene0000_00	00042	chair	30
scene0000_00	00043	chair	31
scene0000_00	00046	bin	12
061	00000	sofa	990696
061	00006	table	514183
061	00007	table	990106
078	00001	shelf	842960
078	00002	desk	316895
078	00004	table	1403410
078	00005	box	1135748
078	00008	chair	982877
078	00009	box	1448653
078	00010	chair	968823
078	00013	display	279633
078	00014	display	1300674
scene0001_00	00002	sofa	16
scene0001_00	00003	sofa	17
scene0001_00	00004	sofa	18
scene0001_00	00012	table	5
scene0001_00	00016	table	9
scene0001_00	00019	table	11
086	00000	desk	8004
086	00001	chair	25266
086	00003	shelf	928534
086	00006	cabinet	13447
086	00007	cabinet	24581
086	00008	chair	28922
086	00009	box	4318
086	00010	cabinet	967670
086	00011	bin	37173
086	00012	box	18866
086	00015	bag	36615
086	00016	bin	36344
086	00017	shelf	243205
086	00018	box	35997
086	00020	bag	36064
086	00021	display	14528
086	00023	display	23770
086	00027	display	29016
089	00001	bed	2567236
089	00002	table	1761363
089	00003	table	2396445
089	00004	door	723916
089	00005	shelf	1925200
089	00006	door	108225
089	00009	cabinet	2489215
089	00010	bin	211672
089	00012	pillow	2339110
089	00013	box	2615352
089	00014	pillow	2377904
089	00015	bag	1980136
089	00018	display	1688435
089	00021	box	2435752
096	00001	bed	710477
096	00002	door	533756
096	00003	shelf	336277
096	00004	door	1593514
096	00005	door	560309
096	00006	desk	1342411
096	00007	door	279277
096	00008	chair	2077383
096	00009	display	1095257
096	00010	chair	2127045
096	00011	shelf	1206533
096	00012	shelf	658386
096	00013	pillow	682583
096	00015	bin	1758503
096	00016	bag	1684574
096	00018	display	1954062
096	00020	bag	1702458
096	00027	box	2112094
096	00037	table	380036
scene0002_00	00004	cabinet	27
scene0002_00	00005	sofa	49
scene0002_00	00006	door	1
scene0002_00	00009	door	3
scene0002_00	00010	door	2
scene0002_00	00012	chair	8
scene0002_00	00013	chair	9
scene0002_00	00015	shelf	23
scene0002_00	00018	shelf	24
scene0002_00	00024	table	41
scene0002_00	00027	pillow	17
scene0002_00	00028	pillow	15
scene0002_00	00029	bin	13
scene0002_00	00034	pillow	18
scene0002_00	00035	bin	14
scene0002_00	00039	pillow	16
098	00001	sofa	975703
098	00002	cabinet	1591147
098	00003	sofa	1302802
098	00004	sofa	332274
098	00005	display	1303801
098	00007	bag	1606786
scene0003_00	00003	cabinet	3
scene0003_00	00004	cabinet	1
scene0003_00	00005	cabinet	4
scene0003_00	00007	cabinet	5
scene0003_00	00008	cabinet	6
scene0003_00	00009	bin	11
scene0003_00	00011	cabinet	2
scene0003_00	00013	sink	13
206	00001	sofa	3436767
206	00002	table	1927412
206	00003	table	2758118
206	00004	table	770528
206	00005	desk	1060312
206	00006	shelf	2180335
206	00007	chair	1183995
206	00008	chair	2650685
206	00009	chair	1123209
206	00010	chair	887173
206	00011	chair	3055770
206	00012	chair	1149228
206	00013	chair	2476117
206	00014	chair	2906924
206	00015	chair	706608
206	00016	chair	2184905
206	00018	chair	2852209
206	00019	chair	2271912
206	00020	chair	1975258
206	00021	chair	242315
206	00022	chair	242410
206	00024	chair	2535681
206	00027	chair	1943418
206	00028	bin	2368372
206	00029	bag	3441280
206	00030	display	894803
206	00031	display	908277
scene0004_00	00008	chair	6
207	00002	cabinet	12901
207	00003	door	12860
207	00005	bin	11139
207	00007	sink	22284
207	00009	table	5247
207	00010	bin	26820
213	00003	cabinet	567043
213	00004	door	29778
213	00006	cabinet	1511574
213	00007	table	13862
213	00008	door	37174
213	00009	cabinet	46107
213	00011	box	24434
213	00012	chair	22487
213	00013	chair	15443
213	00014	chair	47213
213	00015	bin	54799
213	00017	table	37323
213	00018	chair	32657
213	00020	box	37223
213	00025	bag	33593
213	00026	bin	20568
scene0005_00	00008	shelf	1
223	00003	chair	801775
223	00004	chair	806693
223	00005	table	741093
223	00006	chair	901757
223	00007	chair	265279
223	00009	box	422794
223	00012	bag	217839
223	00017	table	1030954
231	00001	desk	461427
231	00004	desk	837363
231	00005	chair	1286755
231	00006	chair	431103
231	00007	chair	510846
231	00008	chair	897213
231	00009	desk	864356
231	00010	chair	1525182
231	00016	display	462422
231	00017	display	1202167
231	00018	bag	934338
231	00019	bin	1644844
231	00021	display	1191101
231	00023	display	823918
231	00025	display	280286
231	00026	display	296981
231	00027	display	822746
231	00028	shelf	1098541
231	00029	display	1189474
231	00031	box	832885
243	00002	cabinet	587652
243	00004	cabinet	610006
scene0006_00	00002	bed	3
scene0006_00	00003	bed	2
scene0006_00	00005	desk	5
scene0006_00	00007	chair	6
scene0006_00	00009	chair	7
scene0007_00	00001	cabinet	5
272	00000	sofa	1658152
272	00001	shelf	2452376
272	00002	shelf	2359312
272	00003	desk	601153
272	00004	table	2455751
272	00006	chair	828499
272	00007	shelf	2660046
272	00008	chair	696723
272	00009	chair	809041
272	00010	chair	797720
272	00011	display	2323840
272	00013	table	1476276
272	00021	pillow	1563794
272	00024	pillow	750224
272	00025	pillow	1594376
272	00027	box	2264162
272	00031	pillow	1609348
272	00035	pillow	807431
272	00041	box	2322813
021	00005	bed	286
021	00006	desk	275
021	00007	shelf	336
021	00008	door	289
021	00011	chair	386
021	00012	table	304
021	00014	bin	270
021	00016	pillow	236608
021	00018	display	342
021	00021	bin	297
032	00004	desk	1313150
032	00005	door	483
032	00007	chair	547
032	00008	chair	485
032	00009	chair	468
032	00010	chair	556
032	00011	table	322
032	00012	display	407
032	00013	table	1479001
032	00014	box	82442
032	00015	bin	332
scene0008_00	00003	sofa	2
scene0008_00	00004	sofa	3
scene0008_00	00005	sofa	13
036	00002	desk	2342318
036	00003	sofa	906
036	00004	desk	1146291
036	00005	desk	883076
036	00006	desk	1152991
036	00007	desk	2514070
036	00009	chair	415
036	00010	chair	2546943
036	00011	chair	529
036	00012	table	273
036	00013	chair	882
036	00015	chair	787
036	00018	display	457
036	00019	bag	567
036	00021	box	659
036	00022	display	432
036	00024	display	570
036	00027	pillow	546
036	00028	display	518
036	00030	display	700426
036	00033	display	856
036	00034	display	427
036	00036	pillow	533
scene0009_00	00006	bin	24
scene0009_00	00009	sink	9
scene0009_00	00011	sink	10
scene0009_00	00012	sink	19
scene0009_00	00013	sink	18
scene0009_00	00014	sink	11
scene0009_00	00017	sink	12
038	00004	door	717
038	00005	desk	619
038	00006	desk	635
038	00007	desk	865179
038	00008	desk	1827498
038	00009	desk	1736241
038	00010	desk	1902597
038	00011	chair	540
038	00012	chair	372
038	00013	desk	331
038	00014	chair	434
038	00015	chair	707
038	00016	chair	683
038	00019	display	1714601
038	00021	display	404
038	00025	display	410
038	00029	display	654
038	00030	display	452
038	00032	bag	375
038	00034	display	159543
038	00035	display	371
038	00037	display	499
038	00038	display	825
scene0010_00	00007	door	41
scene0010_00	00008	desk	35
scene0010_00	00009	chair	7
scene0010_00	00020	display	43
scene0010_00	00024	display	42
scene0010_00	00031	display	44
041	00000	sofa	2418969
041	00001	desk	1446271
041	00003	shelf	1056709
041	00004	shelf	1940594
041	00005	desk	2247782
041	00006	desk	440770
041	00008	chair	530375
041	00009	desk	519003
041	00010	chair	2369776
041	00011	desk	1127009
041	00012	cabinet	2336768
041	00013	chair	1534839
041	00014	chair	1539818
041	00015	chair	2274638
041	00017	desk	1448528
041	00019	display	409557
041	00021	display	1091975
041	00025	display	605558
041	00026	display	2020231
041	00028	bag	925049
041	00029	display	1109451
041	00031	display	1296859
041	00032	display	1332672
041	00033	display	1338861
041	00034	display	2171386
041	00035	display	2014257
041	00038	box	181311
041	00042	bin	809134
041	00047	box	1314662
041	00052	bag	2272273
052	00002	desk	549143
052	00004	cabinet	375929
052	00006	table	1676369
052	00007	cabinet	1666662
052	00008	chair	1194383
052	00009	chair	763979
052	00010	display	596082
052	00011	display	536455
052	00012	bin	1912775
062	00006	desk	266
062	00007	table	273
062	00008	cabinet	903046
062	00009	bin	359
066	00002	table	256
069	00003	table	531644
069	00004	table	116802
069	00005	table	7020
069	00007	table	556825
069	00009	bin	5787
069	00010	chair	24981
069	00012	display	5257
069	00013	display	76563
069	00014	display	17591
069	00015	display	2588
069	00016	display	1080
069	00017	display	17651
005	00000	bed	610041
005	00001	desk	945706
005	00002	shelf	112312
005	00003	door	1018438
005	00004	door	1547362
005	00005	desk	1411977
005	00006	door	1348911
005	00007	chair	1495681
005	00008	chair	884857
005	00010	cabinet	1513254
005	00012	bin	300780
005	00015	bin	1098327
005	00016	display	1395496
005	00017	bin	1051359
005	00020	bag	1078561
005	00021	box	1302642
014	00000	bed	311327
014	00001	shelf	517553
014	00002	door	814659
014	00003	shelf	852139
014	00004	display	745473
014	00006	sofa	800223
014	00007	table	450127
014	00009	chair	333239
014	00012	pillow	255149
014	00013	display	196828
014	00014	bag	192324
014	00015	pillow	679906
014	00016	bin	364561
014	00018	bag	220109
015	00003	sofa	1100424
015	00007	sofa	953909
015	00008	cabinet	622267
015	00009	display	567440
015	00013	pillow	162285
scene0012_00	00003	shelf	9
scene0012_00	00004	chair	4
scene0012_00	00005	chair	6
scene0012_00	00006	chair	5
scene0012_00	00008	chair	7
025	00000	desk	569772
025	00002	shelf	469961
025	00003	chair	1046150
025	00004	table	1062709
025	00005	shelf	215140
025	00006	cabinet	425139
025	00007	chair	497856
025	00008	display	361847
025	00009	display	354144
025	00011	bag	1151952
scene0013_00	00002	sofa	3
scene0013_00	00003	sofa	1
scene0013_00	00004	sofa	2
scene0013_00	00005	table	5
045	00004	shelf	359
045	00005	desk	296
045	00007	table	540
045	00009	chair	260
045	00010	chair	334
045	00011	chair	568
045	00012	box	319
045	00013	chair	572
045	00014	chair	513
045	00016	chair	520
045	00017	box	603
045	00018	bin	407
scene0014_00	00005	sink	8
scene0014_00	00006	toilet	5
scene0014_00	00007	bin	9
scene0014_00	00009	sink	13
scene0014_00	00010	sink	12
047	00000	desk	800689
047	00001	desk	1757162
047	00002	desk	940086
047	00004	door	228160
047	00005	shelf	1681691
047	00006	chair	1967551
047	00007	chair	277798
047	00008	cabinet	1591253
047	00009	chair	1881840
047	00010	chair	1705029
